Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text,Document Type,Source,EID
"Bar-Haim Y.","Research Review: Attention bias modification (ABM): A novel treatment for anxiety disorders",2010,"Journal of Child Psychology and Psychiatry and Allied Disciplines","51","8",,"859","870",,244,10.1111/j.1469-7610.2010.02251.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954531445&doi=10.1111%2fj.1469-7610.2010.02251.x&partnerID=40&md5=0e4a267469527d417a3f899a237ebe67","Attention bias modification (ABM) is a newly emerging therapy for anxiety disorders that is rooted in current cognitive models of anxiety and in established experimental data on threat-related attentional biases in anxiety. This review describes the evidence indicating that ABM has the potential to become an enhancing tool for current psychological and pharmacological treatments for anxiety or even a novel standalone treatment. The review also outlines the gaps in need of bridging before ABM techniques could be routinely applied and incorporated into standard treatment protocols. © 2010 Association for Child and Adolescent Mental Health.",,"adolescent; anxiety disorder; arousal; attention; child; cognitive therapy; emotion; facial expression; human; methodology; pattern recognition; psychological aspect; review; semantics; Adolescent; Anxiety Disorders; Arousal; Attention; Child; Cognitive Therapy; Emotions; Facial Expression; Humans; Pattern Recognition, Visual; Semantics",,,Article,Scopus,2-s2.0-77954531445
"Field M.","Can't take my eyes off of you",2010,"Psychologist","23","8",,"636","639",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955941636&partnerID=40&md5=bf3fd0b8015c8bac2c03d653c0f5f5ca","When we experience emotional or motivational states, we find that environmental stimuli that relate to these states are able to grab our attention. Among individuals with emotional or motivational disorders, such as anxiety disorders and addiction, this 'attentional bias' seems to be a permanent feature. But does attentional bias just represent an output of the underlying state, or could it also bring about changes in states or even longer-term changes in 'traits'? The latter possibility has been the driving force behind recent research suggesting that attentional bias modification could have a role to play as a treatment for psychopathologies such as anxiety disorders and addiction.",,,,,Article,Scopus,2-s2.0-77955941636
"Metwally I.A.","D-dot probe for fast-front high-voltage measurement",2010,"IEEE Transactions on Instrumentation and Measurement","59","8", 5286212,"2211","2219",,30,10.1109/TIM.2009.2030928,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954621254&doi=10.1109%2fTIM.2009.2030928&partnerID=40&md5=14a7cb59695afe4513a7598d39c7f53a","This paper presents the operating principle, design, and testing of a coaxial D-dot (the time derivative of electric flux density) probe to measure fast-front high voltages, e.g., the residual voltages of surge arresters (SAs). This probe consists of three identical copper toroids placed around a high-voltage electrode, where all are coaxially assembled in a large earthed cylinder. The probe was first simulated by a finite-element package to optimize the assembly and reduce the electric field inside it. This was confirmed by an alternating current test to ensure a corona-free design. Simultaneous impulse voltage measurements were done using the designed D-dot probe-two commercial mixed resistivecapacitive (RC) probes and a damped capacitive voltage divider. The linearity of the D-dot probe was checked under unloaded and loaded conditions. Results reveal that the larger the toroid separation and/or the lower the attenuator capacitance is, the higher the measured voltage from the middle ""signal"" toroid will be. The residual voltage waveforms for an 11-kV SA, measured by two commercial mixed RC probes and the damped capacitive voltage divider, showed an initial inductive overshoot superimposed on the waveform and a significant decay, even before the current peak instant. On the contrary, the voltage measured by the designed D -dot probe gave a voltage waveform that looked like that of the current and slightly led the latter. For the damped capacitive voltage divider and the two commercial mixed RC probes, neither the peak voltage nor the voltage at peak current gave the correct currentvoltage characteristics. This confirms the contradiction of some published SA models in the high-conduction regime because most models were based on measurements done by different and large-impulse capacitive or resistive voltage dividers with improper compensation. © 2006 IEEE.","D-dot probes; electric field sensors; fast-front voltages; impulse voltage measurement; surge arresters (SAs); voltage dividers","Electric field sensors; Impulse voltage; impulse voltage measurement; Surge arresters; surge arresters (SAs); Electric field measurement; Electric fields; Electric surges; Probes; Sensors; Voltage dividers; Voltage measurement; Current voltage characteristics","SQU, Sultan Qaboos University","Manuscript received December 30, 2008; revised July 27, 2009; accepted August 4, 2009. Date of publication October 13, 2009; date of current version July 14, 2010. This work was supported by Sultan Qaboos University, Muscat, Sultanate of Oman. The Associate Editor coordinating the review process for this paper was Dr. Jerome Blair.",Article,Scopus,2-s2.0-77954621254
"Barnes R.T., Coombes S.A., Armstrong N.B., Higgins T.J., Janelle C.M.","Evaluating attentional and affective changes following an acute exercise bout using a modified dot-probe protocol",2010,"Journal of Sports Sciences","28","10",,"1065","1076",,10,10.1080/02640414.2010.489196,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955744811&doi=10.1080%2f02640414.2010.489196&partnerID=40&md5=e713bd4fb00e4af912205b3a7b322ec2","A large body of literature advocates exercise as a successful intervention for increasing positive affect while also reducing negative affect and anxiety. Questions concerning the mechanisms driving these effects remain unanswered, particularly considering theorized attentional adaptations that may be elicited by acute exercise bouts. We investigated pre- and post-exercise attentional bias to examine possible attentional explanations that may account for these reported changes in affect. On separate visits to the laboratory, 30 high trait anxious participants completed 30 min of exercise on a cycle ergometer at 70% of their heart rate reserve, or completed a 30-min quiet rest protocol. During each intervention, pre-test and post-test modified dot-probe assessments of attentional bias were completed, as were a series of self-report anxiety and affect questionnaires. Attentional bias scores and reaction times were calculated. Post-exercise dot probe performance did not vary significantly as a function of the affective valence of presented stimuli. As hypothesized, however, positive affect and reaction time improved significantly following exercise compared with the pre- and post-rest conditions and the pre-exercise condition, suggesting that exercise facilitates a broadening of attentional scope. Implications of these findings and future directions are discussed within the context of traditional and contemporary theories of dispositional affect and state-specific emotional responses. © 2010 Taylor & Francis.","Aerobic; Anxiety; Attentional bias; Emotion","adolescent; adult; affect; anxiety; article; attention; exercise; exercise test; female; heart rate; human; male; pathophysiology; physiology; psychological aspect; questionnaire; rest; Adolescent; Affect; Anxiety; Attention; Exercise; Exercise Test; Female; Heart Rate; Humans; Male; Questionnaires; Rest; Young Adult",,,Article,Scopus,2-s2.0-77955744811
"Roberts K.E., Hart T.A., Eastwood J.D.","Attentional biases to social and health threat words in individuals with and without high social anxiety or depression",2010,"Cognitive Therapy and Research","34","4",,"388","399",,12,10.1007/s10608-009-9245-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955091408&doi=10.1007%2fs10608-009-9245-y&partnerID=40&md5=f953ab9a58457333d0c2bb4973eff0df","Relative and absolute attentional biases in response times and error rates to social and health threat words were investigated in a sample of female undergraduates with high and low social anxiety (n = 63; mean age = 20.22) and high and low depression (n = 63; mean age = 20.30). A dot-probe paradigm measured attention to (1) social threat versus neutral words, (2) social threat versus health threat words, and (3) health threat versus neutral words. Participants with low social anxiety displayed an absolute bias in response times but not error rates away from social threat words. In contrast, participants with high social anxiety displayed an absolute bias in error rates but not response times toward social threat words. Findings suggest that attention toward social threat may not be unique to social anxiety, and that individuals with high social anxiety may lack a protective bias away from social threat. © 2009 Springer Science+Business Media, LLC.","Attentional bias; Depression; Dot-probe paradigm; Social anxiety; Social threat","adult; article; attention; cognition; cognitive therapy; college student; depression; female; human; major clinical study; social phobia; task performance; threat",,,Article,Scopus,2-s2.0-77955091408
"Kwang T., Wells T.T., McGeary J.E., Swann Jr. W.B., Beevers C.G.","Association of the serotonin transporter promoter region polymorphism with biased attention for negative word stimuli",2010,"Depression and Anxiety","27","8",,"746","751",,29,10.1002/da.20708,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956808730&doi=10.1002%2fda.20708&partnerID=40&md5=4e156c3b5220e62f69e13d7a449c3687","Background: Biased attention for emotional stimuli reflects vulnerability or resilience to emotional disorders. The current study examines whether the 5- HTTLPR polymorphism is associated with attentional biases for negative word stimuli. Methods: Unmedicated, young adults with low current depression and anxiety symptoms (N5106) were genotyped for the 5-HTTLPR, including the single nucleotide polymorphism (SNP) rs25531 in the long allele of the 5-HTTLPR. Participants then completed a standard dot-probe task that measured attentional bias toward anxiety, dysphoric, and self-esteem words. Results: The LALA allele group demonstrated an attentional bias away from negative word stimuli. This attentional bias was absent among the S/LG carriers. Conclusions: These findings replicate previous work and suggest that 5-HTTLPR LA homozygotes possess a protective attentional bias that may decrease susceptibility to depression and anxiety. Depression and Anxiety 27:746-751, 2010. © 2010 Wiley-Liss, Inc.","5-HTTLPR polymorphism; Anxiety; Attention; Depression; Serotonin transporter gene","serotonin transporter; adolescent; adult; allele; anxiety; article; attention; depression; dysphoria; female; genetic association; genotype; homozygote; human; major clinical study; male; negative word stimulation; priority journal; promoter region; self esteem; single nucleotide polymorphism; stimulation; task performance; Adolescent; Adult; Alleles; Anxiety; Attention; Depression; Emotions; Female; Genetic Predisposition to Disease; Genotype; Humans; Male; Mental Recall; Middle Aged; Paired-Associate Learning; Polymorphism, Single Nucleotide; Reaction Time; Resilience, Psychological; Semantics; Serotonin Plasma Membrane Transport Proteins; Young Adult",,,Article,Scopus,2-s2.0-77956808730
"Ahern A.L., Field M., Yokum S., Bohon C., Stice E.","Relation of dietary restraint scores to cognitive biases and reward sensitivity",2010,"Appetite","55","1",,"61","68",,30,10.1016/j.appet.2010.04.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953962757&doi=10.1016%2fj.appet.2010.04.001&partnerID=40&md5=6523095c810649a9f8e8f8455e8c6224","This study tested the hypotheses that dietary restraint scores are associated with greater reward sensitivity and cognitive bias for food-related cues, which might result in chronic overeating and efforts to curb this tendency through dietary restriction. Participants (N=63) with high versus low scores on the DEBQ-R did not differ on attentional bias for pictorial food-related cues on a visual probe task, or approach tendencies elicited by food cues, as assessed with a stimulus-response compatibility (SRC) task. Restraint was also unrelated to performance on an operant task that assessed how hard participants would work for snacks, or responding during a taste habituation paradigm. Dietary restraint scores were correlated with self-reported appetitive response to food, sensitivity to reward, and sensitivity to punishment. Results provide limited support for the hypothesis that individuals with elevated dietary restraint scores show greater reward sensitivity and cognitive bias for food stimuli, though it is possible that the null findings on the behavioral task resulted because of an approach-avoidance conflict to food cues in which heightened appetitive responses to food are inhibited by food-related anxiety. © 2010 Elsevier Ltd.","Attentional bias; Dietary restraint; Eating behaviour; Food reward; Indirect measures; Taste preferences; Weight control","adolescent; adult; appetite; article; behavior; body mass; cognition; controlled study; correlation analysis; diet restriction; ethics; fast food; feeding behavior; female; health survey; human; informed consent; instrumental conditioning; major clinical study; measurement; outcome assessment; questionnaire; research subject; reward; selective attention; sensitivity analysis; stimulus response; taste; visual analog scale; visual stimulation; association; diet; food; habituation; impulsiveness; physiology; psychology; punishment; Adolescent; Adult; Cognition; Cues; Diet; Feeding Behavior; Female; Food; Habituation, Psychophysiologic; Humans; Impulsive Behavior; Punishment; Questionnaires; Reward; Taste; Adolescent; Adult; Cognition; Cues; Diet; Feeding Behavior; Female; Food; Habituation, Psychophysiologic; Humans; Impulsive Behavior; Punishment; Questionnaires; Reward; Taste",,,Article,Scopus,2-s2.0-77953962757
"Van Bockstaele B., Verschuere B., De Houwer J., Crombez G.","On the costs and benefits of directing attention towards or away from threat-related stimuli: A classical conditioning experiment",2010,"Behaviour Research and Therapy","48","7",,"692","697",,19,10.1016/j.brat.2010.04.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953359269&doi=10.1016%2fj.brat.2010.04.001&partnerID=40&md5=b30fc8f60394db22bf762e5b96dae95c","In attentional bias modification programs, individuals are trained to attend away from threat in order to reduce emotional reactivity to stressful situations. However, attending towards threat is considered to be a prerequisite for fear reduction in other models of anxiety. We compared both views by manipulating attention towards or away from an acquired signal of threat. The strength of extinction and reacquisition was assessed with threat and US-expectancy ratings. We found more extinction in the attend towards threat group, compared to both the attend away from threat group and a control group in which attention was not manipulated. The results are in line with the Emotional Processing Theory and cognitive accounts of classical conditioning. © 2010 Elsevier Ltd.","Anxiety; Attention; Attentional bias; Attentional training; Extinction; Fear; Reacquisition","article; attention; cognition; conditioning; controlled study; cost benefit analysis; Emotional Processing Theory; female; human; human experiment; male; psychological theory; rating scale; stimulus response; threat; association; conditioned reflex; learning; psychologic test; psychological model; reaction time; reinforcement; young adult; Attention; Conditioning, Classical; Cues; Extinction, Psychological; Female; Humans; Learning; Male; Models, Psychological; Psychological Tests; Reaction Time; Young Adult; Attention; Conditioning, Classical; Cues; Extinction, Psychological; Female; Humans; Learning; Male; Models, Psychological; Psychological Tests; Reaction Time; Young Adult",,,Article,Scopus,2-s2.0-77953359269
"Bertels J., Kolinsky R., Morais J.","Emotional valence of spoken words influences the spatial orienting of attention",2010,"Acta Psychologica","134","3",,"264","278",,17,10.1016/j.actpsy.2010.02.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953688327&doi=10.1016%2fj.actpsy.2010.02.008&partnerID=40&md5=722a86f846dff0d1b7623cc2846888ff","The influence of the affective content of speech on the spatial orienting of auditory attention was examined by adapting the dot probe task. Two words, one of which was emotional in one quarter of the trials, were played simultaneously from a left- and a right-located loudspeaker, respectively, and followed (or not) by a lateralized beep to be detected (Experiments 1 and 2) or localized (Experiment 3). Taboo words induced attentional biases towards their spatial location in all experiments, as did negative words in Experiment 3, but not positive words. Thus, in audition, the identification of an emotional word automatically activates the information about its spatial origin. Moreover, for both word types, attentional biases were only observed when the emotional word was presented on the participant's right side, suggesting that the dominant left hemisphere processing of words constrains the occurrence of spatial congruency effects. © 2010 Elsevier B.V.","Auditory attention; Cognitive bias; Emotional content; Spoken words","adolescent; adult; article; association; attention; auditory stimulation; clinical trial; cognition; controlled clinical trial; controlled study; depth perception; emotion; female; hearing; human; male; orientation; physiology; randomized controlled trial; reaction time; speech; attention; depth perception; emotion; orientation; physiology; speech; Acoustic Stimulation; Adolescent; Adult; Attention; Auditory Perception; Cognition; Cues; Emotions; Female; Humans; Male; Orientation; Reaction Time; Space Perception; Speech; Acoustic Stimulation; Adolescent; Adult; Attention; Auditory Perception; Cognition; Cues; Emotions; Female; Humans; Male; Orientation; Reaction Time; Space Perception; Speech","2.4579.02 F; FNRS 1.5705.06","This work was supported by two grants of the F.R.S.–FNRS (convention FRFC 2.4579.02 F and FNRS 1.5705.06 ). Many thanks to Marcha Van Boven for the help in preparing the material, to Olivia Gosseries and Ana Franco for testing the participants, as well as to Pascale Lidji and Chotiga Pattamadilok for their technical assistance.",Article,Scopus,2-s2.0-77953688327
"Schoenmakers T.M., de Bruin M., Lux I.F.M., Goertz A.G., Van Kerkhof D.H.A.T., Wiers R.W.","Clinical effectiveness of attentional bias modification training in abstinent alcoholic patients",2010,"Drug and Alcohol Dependence","109","1-3",,"30","36",,193,10.1016/j.drugalcdep.2009.11.022,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953020958&doi=10.1016%2fj.drugalcdep.2009.11.022&partnerID=40&md5=7736274a6caecccb03ec43f76c7dd89d","A new training to decrease attentional bias (attentional bias modification training, ABM) was tested in a randomized controlled experimental study with alcohol-dependent patients as an addition to cognitive behavioral therapy. In alcohol dependence, attentional bias has been associated with severity of alcoholism, craving, treatment outcome, and relapse. Forty-three patients with DSM-IV diagnosis of alcohol dependence were randomly assigned to an ABM intervention or control training. The procedure consisted of five sessions in which patients were trained to disengage attention from alcohol-related stimuli (ABM condition) or in which they were trained on an irrelevant reaction-time test (control condition). We measured the effects of ABM on the visual-probe task, with stimuli that were presented in the ABM and with new stimuli. Craving was measured with the Desires for Alcohol Questionnaire. Follow-up data were gathered for overall treatment success, and relapse up to 3 months after the intervention. ABM was effective in increasing the ability to disengage from alcohol-related cues. This effect generalized to untrained, new stimuli. There were no significant effects on subjective craving. For other outcome measures there were indications of clinically relevant effects. Results indicate that ABM among alcohol-dependent patients was effective and that it may affect treatment progression. Large-scale trials are warranted to further investigate this new field. © 2010 Elsevier Ireland Ltd.","Alcohol dependence; Attentional bias; Attentional bias modification training; Craving; Relapse; Treatment success","alcohol abstinence; alcoholism; article; association; behavior modification; clinical article; clinical trial; cognitive therapy; controlled clinical trial; controlled study; detoxification; diagnostic and statistical manual of mental disorders; disease association; disease severity; female; follow up; human; male; medical research; priority journal; questionnaire; randomized controlled trial; reaction time; relapse; selective attention; task performance; training; treatment outcome; visual discrimination; visual stimulation; withdrawal syndrome; Adult; Alcoholism; Attention; Behavior Therapy; Cues; Education; Female; Humans; Male; Middle Aged; Patient Dropouts; Reaction Time; Recurrence; Smoking; Temperance; Treatment Outcome","452.02.005; UM, Universiteit Maastricht","The study was funded by the N.W.O. (Netherlands Organization for Scientific Research) Vidi-Grant 452.02.005, awarded to Reinout W. Wiers.",Article,Scopus,2-s2.0-77953020958
"Stafford L.D., Wright C., Yeomans M.R.","The drink remains the same: Implicit positive associations in high but not moderate or non-caffeine users",2010,"Psychology of Addictive Behaviors","24","2",,"274","281",,2,10.1037/a0019097,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954158817&doi=10.1037%2fa0019097&partnerID=40&md5=5ccfbf873ef2d6e7a2dd7188b1fac443","Research has demonstrated that high, but not low caffeine users exhibit an attentional bias to caffeine related stimuli. Separately, the Implicit Association Test (IAT; Greenwald, McGhee, & Schwartz, 1998) has been used to investigate the valence of implicit cognitions to drugs with some contradictory findings, though no work has addressed this issue with respect to caffeine. Here, we examined whether attentional bias would be found in high and moderate caffeine users using a pictorial version of the dot-probe task. A second aim was to explore differences in implicit cognitions between users and non-users. Fifteen high, moderate and non-caffeine users completed a picture dot-probe, IAT, and mood questionnaire following overnight caffeine deprivation. In the IAT, results demonstrated positive associations to caffeine related words for high but not moderate or non-users. Lower ratings for calmness were evident in both groups of caffeine compared to non-users. Dot-probe findings revealed an attentional bias among moderate caffeine users and non-users but not heavy users. The observed positive implicit associations to caffeine suggest that drug acceptability is the key in such perceptions. © 2010 American Psychological Association.","Addiction; Attentional bias; Caffeine; Implicit Association Test","caffeine; addiction; adult; article; attention; attentional bias; cognition; controlled study; correlation analysis; female; food deprivation; human; human experiment; Implicit Association Test; male; perception; questionnaire; visual stimulation; adolescent; affect; analysis of variance; arousal; association; attention; coffee; middle aged; motivation; photostimulation; tea; Adolescent; Adult; Affect; Analysis of Variance; Arousal; Association; Attention; Caffeine; Coffee; Cues; Female; Humans; Male; Middle Aged; Motivation; Photic Stimulation; Tea",,,Article,Scopus,2-s2.0-77954158817
"Waters A.M., Henry J., Mogg K., Bradley B.P., Pine D.S.","Attentional bias towards angry faces in childhood anxiety disorders",2010,"Journal of Behavior Therapy and Experimental Psychiatry","41","2",,"158","164",,65,10.1016/j.jbtep.2009.12.001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76349110763&doi=10.1016%2fj.jbtep.2009.12.001&partnerID=40&md5=7489dc9ac7be085e9aba8c35b0fbec8c","Objective: To examine attentional bias towards angry and happy faces in 8-12 year old children with anxiety disorders (n = 29) and non-anxious controls (n = 24). Method: Children completed a visual-probe task in which pairs of angry/neutral and happy/neutral faces were displayed for 500 ms and were replaced by a visual probe in the spatial location of one of the faces. Results: Children with more severe anxiety showed an attentional bias towards angry relative to neutral faces, compared with anxious children who had milder anxiety and non-anxious control children, both of whom did not show an attentional bias for angry faces. Unexpectedly, all groups showed an attentional bias towards happy faces relative to neutral ones. Conclusions: Anxiety symptom severity increases attention to threat stimuli in anxious children. This association may be due to differing threat appraisal processes or emotion regulation strategies. © 2010 Elsevier Ltd. All rights reserved.",,"anger; anxiety disorder; article; attention; attentional bias; child; childhood disease; clinical article; controlled study; disease association; disease severity; facial expression; female; generalized anxiety disorder; happiness; human; male; phobia; school child; separation anxiety; social phobia; task performance; threat; visual stimulation; Analysis of Variance; Anger; Anxiety Disorders; Attention; Bias (Epidemiology); Child; Face; Female; Humans; Male; Pattern Recognition, Visual; Photic Stimulation; Reaction Time","Griffith University","The present research was supported by a Griffith University Research Grant to Dr Allison Waters.",Article,Scopus,2-s2.0-76349110763
"Bar-Haim Y., Holoshitz Y., Eldar S., Frenkel T.I., Muller D., Charney D.S., Pine D.S., Fox N.A., Wald I.","Life-threatening danger and suppression of attention bias to threat",2010,"American Journal of Psychiatry","167","6",,"694","698",,88,10.1176/appi.ajp.2009.09070956,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953013722&doi=10.1176%2fappi.ajp.2009.09070956&partnerID=40&md5=7f5a145eb4d3bca46eb6b4149ff1d9e8","Objective: Life-threatening danger is assumed to produce, in tandem, increases in both vigilance toward threat and stress-related symptoms, but no data test the validity of this assumption. The authors examined associations, in real time, among imminent life-threatening danger, stress-related symptoms, and vigilance. Method: Symptoms of posttraumatic stress disorder (PTSD), depression, and anxiety were measured in a civilian population (N=131) as a function of war-related stress, operationalized as the time available for seeking cover from rocket attack. A computerized measure of threat-related vigilance using a classic dot-probe attention task was also collected. Results: PTSD symptoms, depression, and anxiety increased as a function of war-related threat. Acute proximal threat was associated with avoidance of, rather than vigilance toward, negative valence information. For participants within rocket range, the magnitude of threat bias varied with the magnitude of distress symptoms, such that as bias away from threat increased, distress symptoms increased. Conclusions: These data challenge current thinking about the role of attention in stress responding. Attentional threat avoidance may reduce the acute impact of imminent threat, but this may come at a price in terms of an elevated risk for psychopathology.",,"adolescent; adult; aged; alertness; anxiety disorder; article; attention; avoidance behavior; controlled study; depression; female; hazard; human; life stress; major clinical study; male; posttraumatic stress disorder; priority journal; threat; war; Adolescent; Adult; Aged; Anxiety Disorders; Arousal; Attention; Cues; Depressive Disorder; Fear; Female; Humans; Male; Middle Aged; Repression; Stress Disorders, Post-Traumatic; Young Adult",,,Article,Scopus,2-s2.0-77953013722
"Rosser B.A., Moss T., Rumsey N.","Attentional and interpretative biases in appearance concern: An investigation of biases in appearance-related information processing",2010,"Body Image","7","3",,"251","254",,16,10.1016/j.bodyim.2010.02.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953023301&doi=10.1016%2fj.bodyim.2010.02.007&partnerID=40&md5=31f926353bad3d9fb189a19a91e7d09a","The present study examined associations between high levels of appearance concern and information processing biases in interpretation and attention. An opportunity sample (N = 79) categorised ambiguous stimuli as related or unrelated to appearance. Participants then responded to the same stimuli in a modified visual dot-probe task assessing attentional bias. Participant responses were assessed in relation to level of appearance concern. The results indicated a valence specific bias towards interpretation of ambiguous stimuli as negative and appearance-related in individuals with higher levels of concern. There was also evidence of attentional bias towards information perceived as appearance-related in participants with higher levels of appearance concern. The study findings suggest that association between appearance-orientated information processing biases and level of appearance concern; this association may lead to mutually reinforcing bias and concern. © 2010 Elsevier Ltd. All rights reserved.","Appearance adjustment; Cognitive bias; Concern; Information processing","adolescent; adult; article; attention; body image; cognition; female; human; learning; male; middle aged; psychological rating scale; psychometry; self concept; student; university; young adult; Adolescent; Adult; Association Learning; Attention; Body Image; Cognition; Female; Humans; Male; Middle Aged; Psychiatric Status Rating Scales; Psychometrics; Self Concept; Students; Universities; Young Adult; Adolescent; Adult; Association Learning; Attention; Body Image; Cognition; Female; Humans; Male; Middle Aged; Psychiatric Status Rating Scales; Psychometrics; Self Concept; Students; Universities; Young Adult",,,Article,Scopus,2-s2.0-77953023301
"Wells T.T., Beevers C.G.","Biased attention and dysphoria: Manipulating selective attention reduces subsequent depressive symptoms",2010,"Cognition and Emotion","24","4",,"719","728",,102,10.1080/02699930802652388,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952372086&doi=10.1080%2f02699930802652388&partnerID=40&md5=36060127d88bac5494a3f30f6ad2bf0d","Selective attention for dysphoric stimuli has been observed in individuals with depression and those at risk for depression. To date, no studies have investigated the effects of directly manipulating selective attention for dysphoric stimuli on depressive symptoms. Mild to moderately depressed college students (N = 34) were randomly assigned to complete 4 sessions of either attention training (AT) or no training (NT) during a two-week period. Participants completed self-reported assessments of depressive symptoms at baseline, post-training, and follow-up. Participants in the AT condition had a significantly greater decrease in depressive symptoms from baseline to follow-up than participants in the NT condition. This group difference was mediated by change in attention bias. Our findings suggest that biased attention may have a causal role in the maintenance of depressive symptoms. © 2009 Psychology Press.","Biased attention; Depression; Information processing; Training","adult; article; Beck Depression Inventory; clinical article; controlled study; depression; dot probe task; dysphoria; facial expression; female; human; male; priority journal; psychologic assessment; selective attention; self report; stimulus response; task performance; training; visual stimulation",,,Article,Scopus,2-s2.0-77952372086
"Montgomery C., Field M., Atkinson A.M., Cole J.C., Goudie A.J., Sumnall H.R.","Effects of alcohol preload on attentional bias towards cocaine-related cues",2010,"Psychopharmacology","210","3",,"365","375",,16,10.1007/s00213-010-1830-y,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955573495&doi=10.1007%2fs00213-010-1830-y&partnerID=40&md5=104cf62b06288d1a8db3ef6440667aa6","Background Drug and alcohol users have an 'attentional bias' for substance-related cues, which is likely to reflect the incentive-motivational properties of those cues. Furthermore, administration of an alcohol preload increases attentional bias for alcohol and tobacco-related cues in heavy drinkers and tobacco smokers, respectively. The present study investigated attentional bias for cocaine cues in cocaine users and nonusers following administration of either alcohol or placebo. Method Thirty-two regular cocaine users and 40 non-users took part. Participants were administered alcohol or placebo, and administration was double blind. After drink administration, a Visual Probe task and Modified Stroop task were used to assess attentional bias. Subjective craving and alcohol outcome expectancies were also measured. Results There was a significant interaction between group and drink type on the visual probe task indicating that cocaine users who had received alcohol had increased attentional bias for cocaine pictures compared to non-users and cocaine users who received placebo. The cocaine Stroop revealed no differences between cocaine users and non-users, and no effects of alcohol in either group. Conclusions Alcohol preload in regular cocaine users increases attentional bias for cocaine cues. However, cocaine users who received placebo did not show attentional bias for cocaine stimuli. Future research should investigate the effects of alcohol preload on attentional bias in cocaine-dependent individuals. © Springer-Verlag 2010.","Alcohol; Attentional bias; Cocaine; Priming","alcohol; cocaine; placebo; adult; alcohol consumption; article; association; attention; clinical article; cocaine dependence; controlled study; expectation; female; human; male; priority journal; stimulus response; visual stimulation; withdrawal syndrome; Adolescent; Alcohol Drinking; Attention; Behavior, Addictive; Cocaine; Cocaine-Related Disorders; Cues; Female; Humans; Male; Photic Stimulation; Questionnaires; Young Adult",,,Article,Scopus,2-s2.0-77955573495
"Carlson J.M., Reinke K.S.","Spatial attention-related modulation of the N170 by backward masked fearful faces",2010,"Brain and Cognition","73","1",,"20","27",,32,10.1016/j.bandc.2010.01.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952544327&doi=10.1016%2fj.bandc.2010.01.007&partnerID=40&md5=af123c5814125946c82bcd15d9de6958","Facial expressions are a basic form of non-verbal communication that convey important social information to others. The relevancy of this information is highlighted by findings that backward masked facial expressions facilitate spatial attention. This attention effect appears to be mediated through a neural network consisting of the amygdala, anterior cingulate, and visual cortex. However, a direct investigation of the neural time course associated with orienting to such stimuli has yet to be performed. In the current investigation, a backward masked fearful face dot-probe task was performed while ERPs were recorded. Reaction time results suggest that spatial attention is captured by backward masked fearful faces and attention is focused at the location of the fear stimulus. Masked right visual field fearful faces enhanced the N170 amplitudes of contralateral occipito-temporal electrodes. The rapid contralateral N170 enhancement was positively correlated with participants' behavioral index of spatial attention. Thus, backward masked fearful face-elicited spatial attention facilitates behavior and modulates the early stage of facial processing reflected by the N170. © 2010.","Backward masking; Emotion; Facial expressions; Fear; Spatial attention","adult; amplitude modulation; article; attention; behavior; controlled study; event related potential; evoked visual response; facial expression; fear; female; human; human experiment; male; normal human; priority journal; response time; stimulus response; visual field; visual masking; Adolescent; Adult; Attention; Evoked Potentials, Visual; Facial Expression; Fear; Female; Functional Laterality; Humans; Male; Occipital Lobe; Orientation; Perceptual Masking; Reaction Time; Recognition (Psychology); Space Perception; Temporal Lobe; Visual Fields; Visual Pathways",,,Article,Scopus,2-s2.0-77952544327
